Rank,Company,Country/Territory,Sales,Profits,Assets,Market Value,Industry,Founded,Chief Executive Officer,Employees
376,Novo Nordisk,Denmark,17700000000.0,6100000000.0,17000000000.0,116300000000.0,Pharmaceuticals,1925,,43202.0
377,Takeda Pharmaceutical,Japan,16100000000.000002,1000000000.0,52600000000.0,56600000000.0,Pharmaceuticals,1925,,27230.0
378,Maybank,Malaysia,10000000000.0,2000000000.0,195300000000.0,24000000000.0,Regional Banks,1960,,43000.0
379,China Merchants Shekou Industrial Zone Holdings,China,12100000000.0,2300000000.0,61600000000.0,26800000000.0,Real Estate,,,24791.0
380,Norfolk Southern,United States,11500000000.0,2700000000.0,36600000000.0,53000000000.0,Railroads,1883,James A. Squires,28044.0
381,Power Construction Corporation of China,China,41800000000.0,1200000000.0,98500000000.0,13800000000.0,Construction Services,2009,,131091.0
382,Michelin Group,France,26000000000.0,2000000000.0,33700000000.000004,23800000000.0,Auto & Truck Parts,1863,,111100.0
383,EssilorLuxottica,France,12700000000.0,1300000000.0,52900000000.0,52900000000.0,Medical Equipment & Supplies,1972,,68972.0
384,Etisalat,United Arab Emirates,14300000000.0,2400000000.0,34100000000.0,39400000000.0,Telecommunications services,1976,,
385,CRH,Ireland,31600000000.0,1100000000.0,40200000000.0,28300000000.0,Construction Materials,1970,,85363.0
386,Lincoln National,United States,16200000000.0,1600000000.0,299300000000.0,13500000000.0,Life & Health Insurance,1968,Dennis R. Glass,11034.0
387,Transneft,Russia,15600000000.0,3600000000.0,46000000000.0,19300000000.0,Oil Services & Equipment,1993,,
388,Canadian National Railway,Canada,11000000000.0,3300000000.0,30500000000.0,67900000000.00001,Railroads,1832,,25720.0
389,General Electric,United States,121600000000.0,-22400000000.0,317700000000.0,81400000000.0,Conglomerates,1878,,283000.0
390,Hyundai Mobis,South Korea,31900000000.0,1700000000.0,38600000000.0,19400000000.0,Auto & Truck Parts,1977,,
391,Erste Group Bank,Austria,11500000000.0,2000000000.0,271500000000.0,17000000000.0,Major Banks,1819,,47397.0
392,Swiss Life Holding,Switzerland,19700000000.0,1100000000.0,216300000000.0,15900000000.0,Life & Health Insurance,1857,,8624.0
393,ASML Holding,Netherlands,12900000000.0,3000000000.0,24800000000.0,85600000000.0,Semiconductors,1984,,23247.0
394,Komatsu,Japan,24600000000.0,2000000000.0,32000000000.0,23700000000.0,Heavy Equipment,1921,,
395,Suzuki Motor,Japan,35100000000.0,2100000000.0,29400000000.0,21300000000.0,Auto & Truck Manufacturers,1920,,65179.0
396,TJX Cos,United States,39000000000.0,3100000000.0,14300000000.0,68200000000.0,Apparel/Footwear Retail,1956,Ernie L. Herrman,270000.0
397,Power Corp of Canada,Canada,40000000000.0,1000000000.0,326700000000.0,11400000000.0,Life & Health Insurance,1925,André Roger Desmarais,30259.0
398,Southwest Airlines,United States,22000000000.0,2500000000.0,27300000000.0,28500000000.0,Airline,1967,,58800.0
399,Telstra,Australia,18700000000.0,2300000000.0,30800000000.0,29000000000.0,Telecommunications services,1901,,32293.0
400,ICICI Bank,India,18700000000.0,617000000.0,168700000000.0,37600000000.0,Regional Banks,1994,Sandeep Bakhshi,82724.0
401,Freeport-McMoRan,United States,19000000000.0,2300000000.0,42200000000.0,20300000000.0,Diversified Metals & Mining,1987,,26800.0
402,Texas Instruments,United States,15800000000.0,5500000000.0,17100000000.000002,108400000000.0,Semiconductors,1930,,29888.0
403,Sompo,Japan,31500000000.0,1100000000.0,109100000000.0,14200000000.0,Property & Casualty Insurance,2010,,48544.0
404,Principal Financial Group,United States,14300000000.0,1500000000.0,243000000000.0,15400000000.0,Life & Health Insurance,1879,,16475.0
405,OMV Group,Austria,27100000000.0,1700000000.0,44100000000.0,18200000000.0,Oil & Gas Operations,1956,,20231.0
406,Shin-Etsu Chemical,Japan,14400000000.0,3000000000.0,27800000000.0,40100000000.0,Diversified Chemicals,1926,,
407,Anhui Conch Cement,China,19000000000.0,4500000000.0,21800000000.0,33600000000.0,Construction Materials,1997,,43884.0
408,Hartford Financial Services,United States,18800000000.0,1600000000.0,62600000000.0,18400000000.0,Diversified Insurance,1810,Christopher J. Swift,18500.0
409,SingTel,Singapore,12900000000.0,2300000000.0,35700000000.0,37800000000.0,Telecommunications services,1879,,25000.0
410,CVS Health,United States,194100000000.0,-598000000.0,198200000000.0,68300000000.0,Drug Retail,1892,Larry J. Merlo,295000.0
411,Marriott International,United States,20800000000.0,1900000000.0,23700000000.0,45300000000.0,Hotels & Motels,1927,,176000.0
412,AmerisourceBergen,United States,172900000000.0,1200000000.0,39300000000.0,15300000000.0,Pharmaceuticals,1907,Steven H. Collis,21000.0
413,Deutsche Lufthansa,Germany,42300000000.0,2600000000.0,44400000000.0,12100000000.0,Airline,1926,,135534.0
414,Tokyo Electric Power,Japan,56100000000.0,1700000000.0,113900000000.0,8900000000.0,Electric Utilities,1951,,
415,Standard Bank Group,South Africa,9000000000.0,2100000000.0,147900000000.0,22900000000.0,Regional Banks,1862,,53178.0
416,Fosun International,China,16399999999.999998,2000000000.0,93100000000.0,13900000000.0,Iron & Steel,2004,,63000.0
417,SEB AB,Sweden,8000000000.0,2700000000.0,289600000000.0,21200000000.0,Major Banks,1972,,15946.0
418,Naspers,South Africa,6900000000.0,13500000000.0,35800000000.0,111300000000.0,Broadcasting & Cable,1915,,24887.0
419,Kweichow Moutai,China,10000000000.0,5300000000.0,23300000000.0,177100000000.0,Beverages,1999,,26568.0
420,National Commercial Bank,Saudi Arabia,6300000000.0,2800000000.0,120900000000.0,47300000000.0,Regional Banks,1953,,13058.0
421,Bank Of Jiangsu,China,13700000000.0,2000000000.0,281900000000.0,12800000000.0,Regional Banks,2007,Ming Ji,14812.0
422,Biogen,United States,12100000000.0,4400000000.0,25300000000.0,44500000000.0,Biotechs,1986,Michel Vounatsos,7800.0
423,Suning.com,China,36900000000.0,2000000000.0,29100000000.0,19200000000.0,Specialty Stores,1996,,39031.0
424,Bouygues,France,41900000000.0,1500000000.0,43100000000.0,14600000000.0,Construction Services,1956,,129275.0
425,Wilmar International,Singapore,44700000000.0,1100000000.0,45700000000.0,17000000000.0,Food Processing,1991,,90000.0
426,Xiaomi,China,26400000000.0,2100000000.0,21200000000.0,35700000000.0,,,,15222.0
427,Magna International,Canada,40800000000.0,2300000000.0,25900000000.0,18300000000.0,Auto & Truck Parts,1957,,174000.0
428,International Airlines,United Kingdom,28800000000.0,3400000000.0,32000000000.0,14400000000.0,Airline,1974,,63531.0
429,Femsa,Mexico,25100000000.0,1300000000.0,29300000000.0,34500000000.0,Beverages,1986,,229871.0
430,Adidas,Germany,25900000000.0,2000000000.0,17800000000.0,52000000000.0,Apparel/Accessories,1949,,57016.0
431,Netflix,United States,15800000000.0,1200000000.0,26000000000.0,157300000000.0,Internet & Catalog Retail,1997,Reed Hastings Jr.,7100.0
432,Philips,Netherlands,21400000000.0,1300000000.0,29700000000.0,36300000000.0,Conglomerates,1891,,77400.0
433,Sumitomo Mitsui Trust,Japan,13000000000.0,1500000000.0,520200000000.00006,13500000000.0,Regional Banks,2002,,22351.0
434,China Yangtze Power,China,7700000000.0,3400000000.0,43700000000.0,54700000000.0,Electric Utilities,2002,,4036.0
435,Applied Materials,United States,16800000000.0,3900000000.0,18900000000.0,41700000000.0,Semiconductors,1967,Gary E. Dickerson,21000.0
436,Paccar,United States,23500000000.0,2200000000.0,25500000000.0,24800000000.0,Heavy Equipment,1905,Ronald Eugene Armstrong,28000.0
437,Sysco,United States,59600000000.0,1500000000.0,18200000000.0,36500000000.0,Food Retail,1977,Tom Bené,67000.0
438,Larsen & Toubro,India,20000000000.0,1300000000.0,36100000000.0,27500000000.0,Construction Services,1938,,42924.0
439,Emerson Electric,United States,17700000000.0,2300000000.0,20400000000.0,44600000000.0,Electrical Equipment,1890,,87500.0
440,Samsung C&T,South Korea,28300000000.0,1700000000.0,38000000000.0,16100000000.000002,Trading Companies,1938,,9374.0
441,International Paper,United States,23300000000.0,2000000000.0,33600000000.0,17800000000.0,Paper & Paper Products,1898,,53000.0
442,Halliburton,United States,24000000000.0,1700000000.0,26000000000.0,27200000000.0,Oil Services & Equipment,1919,,60000.0
443,China Cinda Asset Management,China,16200000000.0,1900000000.0,217900000000.0,10700000000.0,Investment Services,1999,,17800.0
444,Daikin Industries,Japan,22100000000.0,1700000000.0,23400000000.0,34600000000.0,Construction Materials,1924,,70263.0
445,FirstRand,South Africa,7600000000.0,2300000000.0,110500000000.0,27200000000.0,Major Banks,1966,,46284.0
446,Salesforce.com,United States,13300000000.0,1100000000.0,30700000000.0,120900000000.0,Software & Programming,1999,,35000.0
447,KIA Motors,South Korea,49200000000.0,1100000000.0,46400000000.0,15000000000.0,Auto & Truck Manufacturers,1944,,35921.0
448,CK Asset Holdings,Hong Kong,7000000000.0,5100000000.0,60800000000.0,31100000000.0,Real Estate,2015,,18900.0
449,Consolidated Edison,United States,12300000000.0,1400000000.0,53900000000.0,27300000000.0,Electric Utilities,1823,John J. McAvoy,15307.0
450,Svenska Handelsbanken,Sweden,7400000000.0,2000000000.0,341800000000.0,21800000000.0,Major Banks,1871,,11832.0
451,Swire Pacific,Hong Kong,10800000000.0,3000000000.0,55700000000.0,18900000000.0,Conglomerates,1940,,92747.0
452,General Mills,United States,16600000000.000002,1500000000.0,30300000000.0,31000000000.0,Food Processing,1866,,40000.0
453,CTBC Financial,Taiwan,16700000000.0,1200000000.0,187200000000.0,12800000000.0,Regional Banks,1966,,20125.0
454,SK Innovation,South Korea,49500000000.0,1500000000.0,32299999999.999996,14800000000.0,Oil & Gas Operations,1962,,
455,Pernod Ricard,France,10700000000.0,1700000000.0,35200000000.0,45900000000.0,Beverages,1974,,18914.0
456,Citic Securities,China,7700000000.0,1400000000.0,95100000000.0,40800000000.0,Investment Services,1995,,15842.0
457,New World Development,Hong Kong,10500000000.0,3000000000.0,61500000000.0,17300000000.0,Real Estate,1970,,45000.0
458,Waste Management,United States,14900000000.0,1900000000.0,23000000000.0,44900000000.0,Environmental & Waste,1971,James C. C. Fisch Jr.,43700.0
459,Sempra Energy,United States,11700000000.0,1100000000.0,60600000000.0,34900000000.0,Natural Gas Utilities,1998,,16823.0
460,Aegon,Netherlands,30900000000.0,838000000.0,425400000000.0,10700000000.0,Diversified Insurance,1844,,26543.0
461,State Bank of India,India,47500000000.0,-948000000.0,536700000000.00006,40000000000.0,Regional Banks,1806,,264041.0
462,American International Group,United States,47200000000.0,-6000000.0,492000000000.0,40000000000.0,Diversified Insurance,1919,Brian Duperreault,49600.0
463,Toyota Industries,Japan,19600000000.0,1300000000.0,46400000000.0,17200000000.0,Auto & Truck Parts,1926,,
464,Vodafone,United Kingdom,53900000000.0,-3800000000.0,155200000000.0,49600000000.0,Telecommunications services,1984,,111684.0
465,Sampo,Finland,9500000000.0,2000000000.0,56100000000.0,25800000000.0,Diversified Insurance,1909,,9364.0
466,Subaru,Japan,29100000000.0,1700000000.0,26200000000.0,19600000000.0,Auto & Truck Manufacturers,1953,,33544.0
467,IntercontinentalExchange,United States,6300000000.0,2000000000.0,92800000000.0,45200000000.0,Investment Services,2000,Jeffrey Craig Sprecher,5161.0
468,LG Chem,South Korea,25600000000.0,1300000000.0,25900000000.0,24900000000.0,Specialized Chemicals,1947,,14974.0
469,Fifth Third Bank,United States,7400000000.0,2200000000.0,146100000000.0,21200000000.0,Regional Banks,1865,,17437.0
470,Dell Technologies,United States,90400000000.0,-2300000000.0,111800000000.0,45200000000.0,Computer Hardware,1984,Michael Saul Dell,157000.0
471,SK Telecom,South Korea,15300000000.0,2800000000.0,38000000000.0,15500000000.0,Telecommunications services,1984,,4945.0
472,VTB Bank,Russia,23600000000.0,2800000000.0,212800000000.0,7300000000.0,Regional Banks,1990,,76803.0
473,Banorte,Mexico,10400000000.0,1700000000.0,82700000000.0,18800000000.0,Regional Banks,1899,Carlos Hank González,21878.0
474,Swiss Re,Switzerland,37300000000.0,402000000.0,200500000000.0,30400000000.0,Diversified Insurance,1863,,14943.0
475,Mitsubishi Chemical,Japan,35300000000.0,1900000000.0,51200000000.0,10100000000.0,Diversified Chemicals,2005,,69230.0
476,Centene,United States,60100000000.0,900000000.0,30900000000.0,19900000000.0,Managed Health Care,1984,Michael F. Neidorff,47300.0
477,BAE Systems,United States,22400000000.0,1300000000.0,32000000000.0,20400000000.0,Aerospace & Defense,1999,,41.0
478,Hana Financial Group,South Korea,13100000000.0,2000000000.0,345100000000.0,10000000000.0,Regional Banks,2005,,
479,Fast Retailing,Japan,20000000000.0,1500000000.0,18100000000.0,57700000000.0,Apparel/Footwear Retail,1963,,52839.0
480,CNH Industrial,United Kingdom,29700000000.0,1100000000.0,46100000000.0,15200000000.0,Heavy Equipment,,,64625.0
481,Bank Mandiri,Indonesia,8000000000.0,1800000000.0,83600000000.0,25900000000.0,Regional Banks,1998,,39809.0
482,HeidelbergCement,Germany,21300000000.0,1300000000.0,41900000000.0,16300000000.0,Construction Materials,1873,,57939.0
483,Hewlett Packard Enterprise,United States,30600000000.0,649000000.0,51800000000.0,22800000000.0,Computer Hardware,1939,,60000.0
484,Talanx,Germany,41600000000.0,829000000.0,179100000000.0,10300000000.0,Diversified Insurance,1990,,22642.0
485,Cummins,United States,23800000000.0,2100000000.0,19100000000.0,26400000000.0,Heavy Equipment,1919,Tom Linebarger,62610.0
486,Orsted,Denmark,11500000000.0,2800000000.0,26700000000.0,31400000000.0,Oil & Gas Operations,2006,,6080.0
487,WPP,United Kingdom,20800000000.0,1400000000.0,43100000000.0,15200000000.0,Advertising,1971,,134281.0
488,Marsh & McLennan,United States,14900000000.0,1700000000.0,21600000000.0,47600000000.0,Insurance Brokers,1871,Daniel S. Glaser,65000.0
489,Grupo ACS,Spain,43200000000.0,1100000000.0,39200000000.0,14100000000.0,Construction Services,1942,,181527.0
490,Xcel Energy,United States,11500000000.0,1300000000.0,47700000000.0,28100000000.0,Electric Utilities,1909,Benjamin G. S. Fowke,11043.0
491,Las Vegas Sands,United States,13800000000.0,1500000000.0,22500000000.0,52700000000.0,Casinos & Gaming,2004,Sheldon Gary Adelson,51500.0
492,NTPC,India,13200000000.0,1600000000.0,44600000000.0,19300000000.0,Electric Utilities,1975,,21584.0
493,China Zheshang Bank,China,12900000000.0,1700000000.0,239900000000.0,10400000000.0,Regional Banks,2004,,13708.0
494,Commerzbank,Germany,15200000000.0,1000000000.0,528600000000.0,11400000000.0,Regional Banks,1870,,49410.0
495,Toyota Tsusho,Japan,61000000000.0,1100000000.0,40200000000.0,11600000000.0,Trading Companies,1948,,
496,Lennar,United States,21400000000.0,1800000000.0,28800000000.0,17100000000.000002,Construction Services,1954,Richard Beckwitt,11626.0
497,Swedbank,Sweden,6600000000.0,2400000000.0,253300000000.0,18600000000.0,Major Banks,1991,,15879.0
498,Compass Group,United Kingdom,30900000000.0,1500000000.0,16399999999.999998,35500000000.0,Restaurants,1941,Dominic Blakemore,250000.0
499,Woolworths,Australia,42900000000.0,1300000000.0,17500000000.0,29300000000.0,Food Retail,1924,,202000.0
500,Novatek,Russia,13200000000.0,2600000000.0,17500000000.0,52700000000.0,Oil & Gas Operations,1994,,
501,National Bank of Canada,Canada,8400000000.0,1700000000.0,200500000000.0,15900000000.0,Regional Banks,1859,,23450.0
502,LG Electronics,South Korea,55700000000.0,1100000000.0,39700000000.0,11700000000.0,Consumer Electronics,2002,,2215.0
503,Thales,France,18700000000.0,1200000000.0,29200000000.0,25700000000.0,Aerospace & Defense,1918,,66135.0
504,Public Service Enterprise Group,United States,9900000000.0,1400000000.0,45300000000.0,29700000000.0,Electric Utilities,1903,Ralph Izzo,7318.0
505,Adobe,United States,9500000000.0,2700000000.0,19500000000.0,132000000000.0,Software & Programming,1982,Shantanu Narayen,21357.0
506,China Taiping Insurance,Hong Kong,27300000000.0,846000000.0,94300000000.0,11900000000.0,Diversified Insurance,1931,,75341.0
507,TE Connectivity,Switzerland,14400000000.0,3000000000.0,19200000000.0,30300000000.0,Electronics,2007,,80000.0
508,Mitsubishi Estate,Japan,11600000000.0,1200000000.0,53400000000.0,22800000000.0,Real Estate,1937,,8856.0
509,Metallurgical Corp of China,China,43200000000.0,959000000.0,63900000000.0,10900000000.0,Construction Services,2008,,96646.0
510,Emirates NBD,United Arab Emirates,6900000000.0,2600000000.0,136199999999.99998,18200000000.0,Regional Banks,2007,,
511,Kansai Electric Power,Japan,29500000000.0,889000000.0,65099999999.99999,12600000000.0,Electric Utilities,1951,,
512,Ecolab,United States,14700000000.0,1400000000.0,20100000000.0,52800000000.0,Specialized Chemicals,1923,Douglas M. Baker,49000.0
513,DXC Technology,United States,21800000000.0,1500000000.0,28900000000.0,17300000000.0,Business & Personal Services,2016,Mike Lawrie,150000.0
514,M&T Bank,United States,6600000000.0,2000000000.0,120000000000.0,22700000000.0,Regional Banks,1856,,17267.0
515,Fujitsu,Japan,36100000000.0,1500000000.0,27300000000.0,14600000000.0,Computer Hardware,1935,,8000.0
516,Constellation Brands,United States,8100000000.0,3400000000.0,29200000000.0,37300000000.0,Beverages,1945,William A. Newlands,9800.0
517,Wesfarmers,Australia,33799999999.999996,2000000000.0,14500000000.0,28400000000.0,Food Retail,1914,,217000.0
518,CLP Holdings,Hong Kong,11700000000.0,1700000000.0,29400000000.0,28600000000.0,Electric Utilities,1901,,7634.0
519,Al Rajhi Bank,Saudi Arabia,4800000000.0,2700000000.0,97300000000.0,49700000000.0,Regional Banks,1957,,13532.0
520,Asahi Group Holdings,Japan,19200000000.0,1400000000.0,28100000000.0,19900000000.0,Beverages,1949,,28055.0
521,Illinois Tool Works,United States,14800000000.0,2600000000.0,14900000000.0,51800000000.0,Other Industrial Equipment,1912,,48000.0
522,Fujifilm Holdings,Japan,21900000000.0,1100000000.0,31100000000.0,19500000000.0,Consumer Electronics,1934,,77739.0
523,Saint-Gobain,France,49300000000.0,495000000.0,50300000000.0,22500000000.0,Construction Materials,1970,,181001.0
524,Cognizant,United States,16100000000.000002,2100000000.0,15900000000.0,41000000000.0,Computer Services,1994,,281600.0
525,Tatneft,Russia,14900000000.0,3400000000.0,17300000000.0,27200000000.0,Oil & Gas Operations,1950,,
526,DTE Energy,United States,14200000000.0,1100000000.0,36300000000.0,22600000000.0,Electric Utilities,1995,,10600.0
527,KeyCorp,United States,7300000000.0,1900000000.0,140300000000.0,16800000000.0,Major Banks,1958,Beth Elaine Mooney,18180.0
528,Recruit Holdings,Japan,20700000000.0,1500000000.0,15100000000.0,47100000000.0,Business & Personal Services,1963,,40152.0
529,NVIDIA,United States,11700000000.0,4099999999.9999995,13300000000.0,113400000000.0,Semiconductors,1993,,13277.0
530,Sasol,South Africa,14800000000.0,1300000000.0,32799999999.999996,21000000000.0,Diversified Chemicals,1950,,31270.0
531,JFE Holdings,Japan,35700000000.0,1400000000.0,41800000000.0,10100000000.0,Iron & Steel,2002,,61234.0
532,Bank of Ningbo,China,7000000000.0,1700000000.0,162600000000.0,18000000000.0,Regional Banks,1997,,13893.0
533,eBay,United States,10800000000.0,2500000000.0,22800000000.0,31500000000.0,Internet & Catalog Retail,1995,Devin N. Wenig,14000.0
534,Mitsubishi Heavy Industries,Japan,37700000000.0,734000000.0,48000000000.0,13900000000.0,Heavy Equipment,1950,,80652.0
535,Citizens Financial Group,United States,7200000000.0,1700000000.0,161300000000.0,16300000000.0,Regional Banks,1828,,18100.0
536,Weichai Power,China,24000000000.0,1300000000.0,30700000000.0,14400000000.0,Heavy Equipment,2002,,42103.0
537,Nucor,United States,25100000000.0,2400000000.0,17900000000.0,17500000000.0,Iron & Steel,1905,,26300.0
538,Sherwin-Williams,United States,17500000000.0,1100000000.0,19100000000.0,41900000000.0,Home Improvement Retail,1866,,53368.0
539,Formosa Petrochemical,Taiwan,25500000000.0,2000000000.0,13200000000.0,35400000000.0,Oil & Gas Operations,1992,,
540,Ally Financial,United States,10700000000.0,1300000000.0,178900000000.0,11900000000.0,Regional Banks,1919,Jeffrey J. Brown,8200.0
541,Murata Manufacturing,Japan,14100000000.0,1800000000.0,18700000000.0,33900000000.0,Electronics,1944,,
542,Northern Trust,United States,6700000000.0,1500000000.0,132199999999.99998,20100000000.0,Regional Banks,1889,,18800.0
543,American Tower,United States,7400000000.0,1200000000.0,33000000000.0,85300000000.0,Real Estate,1995,,5026.0
544,China Fortune Land Development,China,10400000000.0,1600000000.0,57800000000.0,14500000000.0,Construction Services,,,26779.0
545,CME Group,United States,4300000000.0,2000000000.0,77500000000.0,63100000000.0,Investment Services,1898,,4590.0
546,Samsung Fire & Marine,South Korea,18600000000.0,973000000.0,70500000000.0,11200000000.0,Property & Casualty Insurance,1952,,
547,Deutsche Bank,Germany,42300000000.0,314000000.0,1541100000000.0,18100000000.0,Major Banks,1870,,91737.0
548,Kraft Heinz Company,United States,26300000000.0,-10200000000.0,103600000000.0,40200000000.0,Food Processing,2015,Bernardo Vieira Hees,41000.0
549,Qingdao Haier,China,26800000000.0,1100000000.0,24400000000.0,17000000000.0,Household Appliances,1984,,76896.0
550,Associated British Foods,United Kingdom,20800000000.0,1400000000.0,17900000000.0,25800000000.0,Food Processing,1935,,132590.0
551,MTR,Hong Kong,6900000000.0,2000000000.0,35100000000.0,37100000000.0,Railroads,1975,,31896.0
552,Tata Steel,India,23200000000.0,2600000000.0,34299999999.999996,9000000000.0,Iron & Steel,1907,,65144.0
553,Bank Central Asia,Indonesia,5200000000.0,1800000000.0,57400000000.0,49400000000.0,Regional Banks,1957,,27561.0
554,Bank of Nanjing,China,8600000000.0,1700000000.0,176900000000.0,11500000000.0,Regional Banks,1996,Xingnong Shu,9854.0
555,Telenor,Norway,13600000000.0,1400000000.0,22100000000.0,29000000000.0,Telecommunications services,1855,,31000.0
556,Colgate-Palmolive,United States,15500000000.0,2400000000.0,12200000000.0,59600000000.0,Household/Personal Care,1806,Ian M. Cook,34500.0
557,Boston Scientific,United States,9800000000.0,1700000000.0,21000000000.0,48800000000.0,Medical Equipment & Supplies,1979,,32000.0
558,Kimberly-Clark,United States,18500000000.0,1400000000.0,14500000000.0,42500000000.0,Household/Personal Care,1872,,41000.0
559,China National Building,China,33000000000.0,1200000000.0,63600000000.0,8000000000.0,Construction Materials,2005,,158500.0
560,CBS,United States,14500000000.0,2000000000.0,21900000000.0,19600000000.0,Broadcasting & Cable,1986,,16730.0
561,Dollar General,United States,25600000000.0,1600000000.0,13300000000.0,32000000000.0,Discount Stores,1939,Todd J. Vasos,135000.0
562,DISH Network,United States,13600000000.0,1600000000.0,30700000000.0,16300000000.0,Broadcasting & Cable,1980,W. Erik Carlson,16000.0
563,Keurig Dr Pepper,United States,9000000000.0,808000000.0,48900000000.0,37400000000.0,Beverages,2018,Robert James Gamgort,25500.0
564,Kubota,Japan,16800000000.0,1300000000.0,26400000000.0,18000000000.0,Heavy Equipment,1890,Masatoshi Kimata,40202.0
565,Rakuten,Japan,10000000000.0,1300000000.0,66900000000.00001,14500000000.0,Internet & Catalog Retail,1997,,17214.0
566,Merck,United States,17700000000.0,460000000.0,42800000000.0,45800000000.0,Pharmaceuticals,1891,,51713.0
567,Rogers Communications,Canada,11600000000.0,1600000000.0,23400000000.0,26600000000.0,Telecommunications services,1960,,26100.0
568,PPL,United States,7800000000.0,1800000000.0,43400000000.0,22300000000.0,Electric Utilities,1994,,12444.0
569,Aisin Seiki,Japan,36600000000.0,1100000000.0,32500000000.0,11000000000.0,Auto & Truck Parts,1949,,
570,Aroundtown,Luxembourg,,1900000000.0,21800000000.0,9100000000.0,Real Estate,2004,,374.0
571,Aon,United Kingdom,10800000000.0,1100000000.0,26400000000.0,42100000000.0,Business & Personal Services,2011,,50000.0
572,Sinopharm Group,China,51900000000.0,880000000.0,34299999999.999996,11100000000.0,Pharmaceuticals,2003,,69722.0
573,Royal Caribbean Cruises,United States,9500000000.0,1800000000.0,27700000000.0,25300000000.0,Hotels & Motels,1968,,77000.0
574,Norilsk Nickel,Russia,11600000000.0,3000000000.0,15300000000.0,35900000000.0,Diversified Metals & Mining,1993,,
575,Woori Financial Group,South Korea,11000000000.0,1700000000.0,305100000000.0,8300000000.000001,Regional Banks,,,
576,Kirin Holdings,Japan,17500000000.0,1500000000.0,21000000000.0,19600000000.0,Beverages,1907,Yoshinori Isozaki,30464.0
577,NXP Semiconductors,Netherlands,9400000000.0,2200000000.0,21500000000.0,33100000000.0,Semiconductors,2006,,30000.0
578,Saudi Electricity,Saudi Arabia,17100000000.000002,476000000.0,123800000000.0,18300000000.0,Electric Utilities,2000,,
579,Swisscom,Switzerland,12000000000.0,1600000000.0,22900000000.0,24100000000.0,Telecommunications services,1998,,19845.0
580,McKesson,United States,213500000000.0,-316000000.0,61000000000.0,21900000000.0,Pharmaceuticals,1905,,78000.0
581,Nidec,Japan,13900000000.0,1300000000.0,17200000000.0,41400000000.0,Electrical Equipment,1973,,
582,Omnicom Group,United States,15100000000.0,1300000000.0,25200000000.0,18100000000.0,Advertising,1986,,70400.0
583,Coal India,India,14400000000.0,1900000000.0,18300000000.0,22500000000.0,Diversified Metals & Mining,1973,,298757.0
584,RELX,United Kingdom,10000000000.0,1900000000.0,17800000000.0,43400000000.0,Computer Services,1903,,32100.0
585,Ingersoll Rand,Ireland,15700000000.0,1300000000.0,17900000000.0,27300000000.0,Conglomerates,1871,,49000.0
586,FirstEnergy,United States,11500000000.0,913000000.0,40100000000.0,21500000000.0,Electric Utilities,1996,,12494.0
587,Anadarko Petroleum,United States,13100000000.0,605000000.0,40400000000.0,32200000000.000004,Oil & Gas Operations,1959,Al Walker,4700.0
588,Korea Electric Power,South Korea,55100000000.0,-1200000000.0,166000000000.0,16300000000.0,Electric Utilities,1915,,20603.0
589,Regions Financial,United States,6500000000.0,1500000000.0,128800000000.00002,15500000000.0,Major Banks,1970,,19969.0
590,Simon Property Group,United States,5700000000.0,2200000000.0,30700000000.0,55000000000.0,Real Estate,1993,David E. Simon,5000.0
591,Corning,United States,11300000000.0,1100000000.0,27500000000.0,27400000000.0,Communications Equipment,1851,,51500.0
592,The Estée Lauder Companies,United States,14200000000.0,1600000000.0,12700000000.0,61500000000.0,Household/Personal Care,1946,Fabrizio Freda,46000.0
593,Henderson Land,Hong Kong,2800000000.0,4000000000.0,56300000000.0,28000000000.0,Real Estate,1976,,8590.0
594,Grupo Mexico,Mexico,10500000000.0,1300000000.0,26900000000.0,24300000000.0,Diversified Metals & Mining,1942,,30475.0
595,Allergan,Ireland,15800000000.0,-5100000000.0,101800000000.0,46300000000.0,Pharmaceuticals,1984,,16900.0
596,H&M - Hennes & Mauritz,Sweden,24300000000.0,1400000000.0,13200000000.0,29700000000.0,Apparel/Footwear Retail,1947,,11900.0
597,Loews,United States,14100000000.0,636000000.0,78300000000.0,15000000000.0,Diversified Insurance,1954,Jim Tisch,17900.0
598,VMware,United States,9000000000.0,2400000000.0,14700000000.0,77200000000.0,Software & Programming,1998,Pat P. Gelsinger,24200.0
599,Best Buy,United States,42900000000.0,1500000000.0,13200000000.0,19700000000.0,Computer & Electronics Retail,1966,Corie Barry,125000.0
600,First Data,United States,9500000000.0,1000000000.0,38300000000.0,23700000000.0,Business & Personal Services,1971,Frank J. Bisignano,19000.0
601,Air Products & Chemicals,United States,8900000000.0,1700000000.0,19100000000.0,43500000000.0,Specialized Chemicals,1940,,16300.0
602,Astellas Pharma,Japan,11800000000.0,1900000000.0,17600000000.0,26000000000.0,Pharmaceuticals,1923,,3000.0
603,Asahi Kasei,Japan,19400000000.0,1300000000.0,23700000000.0,14100000000.0,Diversified Chemicals,1931,,34670.0
604,Entergy,United States,11100000000.0,863000000.0,48300000000.0,17800000000.0,Electric Utilities,1913,Leo P. Denault,13688.0
605,Ageas,Belgium,12300000000.0,955000000.0,115500000000.0,10200000000.0,Diversified Insurance,1824,,11009.0
